id,location name,lat,lon,experience,addresstype,police_station_nearby,is_crowdy,crime_records_severe,safety_level
272,Saras Baug,19.0442668,72.91493416,Very spiritual and peaceful,,FALSE,FALSE,FALSE,1
273,Shinde Chhatri,18.491631,73.89727,Busy and bustling,,TRUE,TRUE,FALSE,5
274,Baner Pashan Biodiversity Park,18.547779,73.783333,Great for shopping,,TRUE,TRUE,TRUE,3
275,Baner Pashan Biodiversity Park,18.547779,73.783333,Busy and bustling,,TRUE,FALSE,FALSE,4
276,Hong Kong Lane,53.4614615,-1.465858428,Scenic and tranquil,,TRUE,FALSE,TRUE,2
277,Laxmi Road,18.51566982,73.86994118,Amazing variety of animals,,FALSE,TRUE,FALSE,2
278,Aga Khan Palace,18.55232925,73.90147848,Well-connected,,FALSE,FALSE,TRUE,3
279,Fashion Street,51.51843792,-0.072872663,Great for shopping,,FALSE,TRUE,FALSE,2
280,Tulsi Baug,21.13907265,79.11063485,Very spiritual and peaceful,,TRUE,FALSE,TRUE,1
281,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Very spiritual and peaceful,,TRUE,TRUE,FALSE,2
282,Baner Pashan Biodiversity Park,18.547779,73.783333,Great for shopping,,TRUE,FALSE,FALSE,5
283,Kasba Ganpati Temple,18.5153055,73.8477706,Very spiritual and peaceful,,FALSE,FALSE,TRUE,5
284,Mulshi Lake and Dam,18.530325,73.51121,Busy and bustling,,FALSE,TRUE,TRUE,5
285,Tulsi Baug,21.13907265,79.11063485,Amazing variety of animals,,FALSE,TRUE,TRUE,2
286,Peshwa Udyan,18.503622,73.851932,Well-connected,,TRUE,FALSE,TRUE,4
287,Mahatma Phule Mandai,18.5129178,73.85629517,Developing area,,FALSE,FALSE,FALSE,3
288,Rajiv Gandhi Zoological Park,18.452488,73.860802,Very spiritual and peaceful,,TRUE,TRUE,FALSE,3
289,Vishrambaug Wada,18.5138486,73.8534275,Scenic and tranquil,,FALSE,TRUE,FALSE,4
290,Shinde Chhatri,18.491631,73.89727,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,4
291,Vishrambaug Wada,18.5138486,73.8534275,Family-friendly,,FALSE,FALSE,FALSE,5
292,Fashion Street,51.51843792,-0.072872663,Developing area,,FALSE,TRUE,FALSE,5
293,Sinhagad Fort,18.36472045,73.75751103,Scenic and tranquil,,TRUE,FALSE,TRUE,5
294,Katraj Snake Park,18.4529964,73.86122764,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,5
295,Pataleshwar Cave Temple,18.5269463,73.8498456,Scenic and tranquil,,TRUE,FALSE,TRUE,4
296,Peshwa Udyan,18.503622,73.851932,Amazing variety of animals,,TRUE,FALSE,FALSE,2
297,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,FALSE,FALSE,FALSE,5
298,Sinhagad Fort,18.36472045,73.75751103,Great for shopping,,TRUE,TRUE,TRUE,4
299,Vishrambaug Wada,18.5138486,73.8534275,Busy and bustling,,TRUE,FALSE,TRUE,5
300,Bund Garden,18.5405933,73.8834394,Great for shopping,,TRUE,TRUE,TRUE,1
301,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Very spiritual and peaceful,,FALSE,TRUE,FALSE,1
302,Tulsi Baug,21.13907265,79.11063485,Scenic and tranquil,,TRUE,FALSE,TRUE,4
303,Shaniwar Wada,18.51938255,73.85535656,Developing area,,FALSE,FALSE,FALSE,1
304,Aga Khan Palace,18.55232925,73.90147848,Very spiritual and peaceful,,TRUE,FALSE,TRUE,4
305,Peshwa Udyan,18.503622,73.851932,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,3
306,Sambhaji Park,18.5206664,73.8472146,Rich historical significance,,TRUE,TRUE,TRUE,2
307,Pataleshwar Cave Temple,18.5269463,73.8498456,Busy and bustling,,FALSE,FALSE,FALSE,2
308,Chaturshringi Temple,18.533342,73.829956,Beautiful garden with a serene atmosphere,,FALSE,FALSE,TRUE,4
309,Bund Garden,18.5405933,73.8834394,Very spiritual and peaceful,,FALSE,FALSE,FALSE,1
310,Rajiv Gandhi Zoological Park,18.452488,73.860802,Great for shopping,,FALSE,TRUE,TRUE,2
311,Katraj Snake Park,18.4529964,73.86122764,Developing area,,TRUE,FALSE,TRUE,3
312,Hong Kong Lane,53.4614615,-1.465858428,Well-connected,,TRUE,TRUE,TRUE,4
313,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Scenic and tranquil,,FALSE,FALSE,FALSE,3
314,Tathawade Park,18.49330855,73.82731827,Family-friendly,,FALSE,TRUE,FALSE,3
315,Bund Garden,18.5405933,73.8834394,Busy and bustling,,FALSE,FALSE,TRUE,2
316,Mulshi Lake and Dam,18.530325,73.51121,Rich historical significance,,FALSE,FALSE,FALSE,5
317,Osho Ashram,18.5369163,73.88860148,Developing area,,FALSE,FALSE,FALSE,5
318,Peshwa Udyan,18.503622,73.851932,Scenic and tranquil,,TRUE,TRUE,FALSE,3
319,Tathawade Park,18.49330855,73.82731827,Scenic and tranquil,,TRUE,TRUE,TRUE,2
320,Sinhagad Fort,18.36472045,73.75751103,Family-friendly,,TRUE,FALSE,TRUE,1
321,Sambhaji Park,18.5206664,73.8472146,Amazing variety of animals,,FALSE,FALSE,FALSE,1
322,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Family-friendly,,FALSE,FALSE,FALSE,4
323,Shinde Chhatri,18.491631,73.89727,Family-friendly,,TRUE,TRUE,FALSE,2
324,Vishrambaug Wada,18.5138486,73.8534275,Well-connected,,TRUE,TRUE,TRUE,5
325,Mulshi Lake and Dam,18.530325,73.51121,Developing area,,FALSE,TRUE,TRUE,2
326,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,FALSE,FALSE,TRUE,4
327,Shaniwar Wada,18.51938255,73.85535656,Beautiful garden with a serene atmosphere,,FALSE,FALSE,FALSE,1
328,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,TRUE,FALSE,TRUE,5
329,Pataleshwar Cave Temple,18.5269463,73.8498456,Amazing variety of animals,,FALSE,TRUE,FALSE,2
330,Vishrambaug Wada,18.5138486,73.8534275,Amazing variety of animals,,FALSE,FALSE,FALSE,5
331,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,4
332,Aga Khan Palace,18.55232925,73.90147848,Beautiful garden with a serene atmosphere,,FALSE,FALSE,FALSE,5
333,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Amazing variety of animals,,FALSE,FALSE,TRUE,3
334,Shunyo Park,18.536615,73.890137,Great for shopping,,TRUE,TRUE,TRUE,2
335,Laxmi Road,18.51566982,73.86994118,Scenic and tranquil,,TRUE,TRUE,FALSE,1
336,Osho Ashram,18.5369163,73.88860148,Scenic and tranquil,,TRUE,FALSE,TRUE,5
337,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Developing area,,FALSE,FALSE,FALSE,3
338,Osho Ashram,18.5369163,73.88860148,Well-connected,,FALSE,FALSE,TRUE,3
339,Vishrambaug Wada,18.5138486,73.8534275,Developing area,,FALSE,FALSE,FALSE,2
340,Pataleshwar Cave Temple,18.5269463,73.8498456,Scenic and tranquil,,TRUE,FALSE,TRUE,5
341,Tulsi Baug,21.13907265,79.11063485,Busy and bustling,,FALSE,FALSE,FALSE,1
342,Peshwa Udyan,18.503622,73.851932,Rich historical significance,,TRUE,FALSE,FALSE,5
343,Pataleshwar Cave Temple,18.5269463,73.8498456,Beautiful garden with a serene atmosphere,,FALSE,FALSE,TRUE,4
344,Kasba Ganpati Temple,18.5153055,73.8477706,Amazing variety of animals,,TRUE,TRUE,FALSE,4
345,Kamala Nehru Park,18.95502,72.80506346,Rich historical significance,,FALSE,TRUE,TRUE,5
346,Baner Pashan Biodiversity Park,18.547779,73.783333,Rich historical significance,,FALSE,TRUE,FALSE,1
347,Kasba Ganpati Temple,18.5153055,73.8477706,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,3
348,Mahatma Phule Mandai,18.5129178,73.85629517,Amazing variety of animals,,FALSE,FALSE,FALSE,5
349,Chaturshringi Temple,18.533342,73.829956,Scenic and tranquil,,TRUE,TRUE,TRUE,1
350,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Scenic and tranquil,,FALSE,FALSE,TRUE,1
351,Vishrambaug Wada,18.5138486,73.8534275,Family-friendly,,TRUE,TRUE,FALSE,4
352,Peshwe Udyan Zoo,18.503622,73.851932,Well-connected,,TRUE,FALSE,TRUE,3
353,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Scenic and tranquil,,FALSE,TRUE,TRUE,3
354,Lal Mahal,26.9925078,77.5890115,Developing area,,FALSE,TRUE,FALSE,3
355,Pataleshwar Cave Temple,18.5269463,73.8498456,Amazing variety of animals,,TRUE,FALSE,TRUE,4
356,Osho Ashram,18.5369163,73.88860148,Amazing variety of animals,,FALSE,TRUE,TRUE,1
357,Aga Khan Palace,18.55232925,73.90147848,Great for shopping,,FALSE,FALSE,TRUE,4
358,Sinhagad Fort,18.36472045,73.75751103,Amazing variety of animals,,FALSE,TRUE,TRUE,4
359,Peshwe Udyan Zoo,18.503622,73.851932,Busy and bustling,,TRUE,TRUE,TRUE,3
360,Tathawade Park,18.49330855,73.82731827,Well-connected,,FALSE,FALSE,TRUE,2
361,Kamala Nehru Park,18.95502,72.80506346,Rich historical significance,,FALSE,FALSE,TRUE,2
362,Mulshi Lake and Dam,18.530325,73.51121,Rich historical significance,,FALSE,TRUE,FALSE,5
363,Laxmi Road,18.51566982,73.86994118,Well-connected,,TRUE,TRUE,TRUE,3
364,Chaturshringi Temple,18.533342,73.829956,Rich historical significance,,TRUE,FALSE,TRUE,1
365,Kamala Nehru Park,18.95502,72.80506346,Family-friendly,,TRUE,FALSE,TRUE,5
366,Sinhagad Fort,18.36472045,73.75751103,Very spiritual and peaceful,,TRUE,TRUE,TRUE,5
367,Saras Baug,19.0442668,72.91493416,Scenic and tranquil,,FALSE,TRUE,TRUE,5
368,Laxmi Road,18.51566982,73.86994118,Scenic and tranquil,,TRUE,TRUE,FALSE,2
369,Katraj Snake Park,18.4529964,73.86122764,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,2
370,Vishrambaug Wada,18.5138486,73.8534275,Family-friendly,,FALSE,TRUE,TRUE,4
371,Kasba Ganpati Temple,18.5153055,73.8477706,Busy and bustling,,TRUE,FALSE,FALSE,2
372,Saras Baug,19.0442668,72.91493416,Well-connected,,TRUE,FALSE,TRUE,4
373,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Family-friendly,,FALSE,TRUE,FALSE,1
374,Shunyo Park,18.536615,73.890137,Family-friendly,,TRUE,FALSE,FALSE,1
375,Shinde Chhatri,18.491631,73.89727,Busy and bustling,,FALSE,TRUE,FALSE,3
376,Pune Okayama Friendship Garden,18.4910844,73.8381503,Scenic and tranquil,,FALSE,FALSE,FALSE,5
377,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Rich historical significance,,TRUE,FALSE,FALSE,3
378,Tulsi Baug,21.13907265,79.11063485,Beautiful garden with a serene atmosphere,,FALSE,TRUE,TRUE,2
379,Sinhagad Fort,18.36472045,73.75751103,Beautiful garden with a serene atmosphere,,FALSE,FALSE,FALSE,1
380,Kamala Nehru Park,18.95502,72.80506346,Rich historical significance,,FALSE,FALSE,TRUE,3
381,Tathawade Park,18.49330855,73.82731827,Family-friendly,,FALSE,FALSE,TRUE,1
382,Peshwe Udyan Zoo,18.503622,73.851932,Very spiritual and peaceful,,FALSE,FALSE,TRUE,1
383,Kasba Ganpati Temple,18.5153055,73.8477706,Amazing variety of animals,,FALSE,FALSE,TRUE,1
384,Kasba Ganpati Temple,18.5153055,73.8477706,Very spiritual and peaceful,,TRUE,TRUE,TRUE,1
385,Kamala Nehru Park,18.95502,72.80506346,Great for shopping,,FALSE,TRUE,TRUE,4
386,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Great for shopping,,TRUE,FALSE,FALSE,3
387,Peshwe Udyan Zoo,18.503622,73.851932,Family-friendly,,TRUE,TRUE,FALSE,1
388,Osho Ashram,18.5369163,73.88860148,Scenic and tranquil,,FALSE,TRUE,FALSE,3
389,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Busy and bustling,,FALSE,TRUE,FALSE,1
390,Hong Kong Lane,53.4614615,-1.465858428,Very spiritual and peaceful,,TRUE,TRUE,TRUE,3
391,Pataleshwar Cave Temple,18.5269463,73.8498456,Amazing variety of animals,,FALSE,TRUE,FALSE,1
392,Baner Pashan Biodiversity Park,18.547779,73.783333,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,4
393,Pune Okayama Friendship Garden,18.4910844,73.8381503,Well-connected,,FALSE,TRUE,TRUE,1
394,Shaniwar Wada,18.51938255,73.85535656,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,3
395,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,TRUE,TRUE,TRUE,2
396,Chaturshringi Temple,18.533342,73.829956,Family-friendly,,TRUE,FALSE,FALSE,1
397,Mahatma Phule Mandai,18.5129178,73.85629517,Rich historical significance,,FALSE,FALSE,TRUE,4
398,Vishrambaug Wada,18.5138486,73.8534275,Well-connected,,FALSE,TRUE,FALSE,1
399,Laxmi Road,18.51566982,73.86994118,Rich historical significance,,TRUE,FALSE,FALSE,4
400,Vishrambaug Wada,18.5138486,73.8534275,Family-friendly,,FALSE,FALSE,TRUE,5
401,Kamala Nehru Park,18.95502,72.80506346,Rich historical significance,,FALSE,FALSE,TRUE,2
402,Saras Baug,19.0442668,72.91493416,Family-friendly,,TRUE,TRUE,TRUE,5
403,Rajiv Gandhi Zoological Park,18.452488,73.860802,Well-connected,,TRUE,FALSE,FALSE,2
404,Shinde Chhatri,18.491631,73.89727,Developing area,,TRUE,FALSE,FALSE,4
405,Kasba Ganpati Temple,18.5153055,73.8477706,Very spiritual and peaceful,,TRUE,FALSE,TRUE,1
406,Mulshi Lake and Dam,18.530325,73.51121,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,5
407,Shinde Chhatri,18.491631,73.89727,Family-friendly,,TRUE,FALSE,FALSE,1
408,Baner Pashan Biodiversity Park,18.547779,73.783333,Busy and bustling,,FALSE,FALSE,TRUE,4
409,Sambhaji Park,18.5206664,73.8472146,Busy and bustling,,FALSE,TRUE,TRUE,1
410,Pune Okayama Friendship Garden,18.4910844,73.8381503,Rich historical significance,,FALSE,FALSE,FALSE,2
411,Lal Mahal,26.9925078,77.5890115,Scenic and tranquil,,TRUE,FALSE,TRUE,2
412,Tathawade Park,18.49330855,73.82731827,Rich historical significance,,TRUE,FALSE,TRUE,4
413,Katraj Snake Park,18.4529964,73.86122764,Rich historical significance,,TRUE,FALSE,FALSE,2
414,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Well-connected,,FALSE,FALSE,TRUE,5
415,Shaniwar Wada,18.51938255,73.85535656,Busy and bustling,,FALSE,TRUE,FALSE,4
416,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,2
417,Rajiv Gandhi Zoological Park,18.452488,73.860802,Amazing variety of animals,,FALSE,TRUE,TRUE,1
418,Osho Ashram,18.5369163,73.88860148,Great for shopping,,FALSE,FALSE,FALSE,1
419,Kamala Nehru Park,18.95502,72.80506346,Rich historical significance,,FALSE,FALSE,TRUE,2
420,Shaniwar Wada,18.51938255,73.85535656,Very spiritual and peaceful,,TRUE,FALSE,TRUE,4
421,Mulshi Lake and Dam,18.530325,73.51121,Family-friendly,,FALSE,FALSE,FALSE,5
422,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,TRUE,FALSE,FALSE,2
423,Baner Pashan Biodiversity Park,18.547779,73.783333,Scenic and tranquil,,FALSE,FALSE,FALSE,1
424,Chaturshringi Temple,18.533342,73.829956,Rich historical significance,,TRUE,FALSE,TRUE,3
425,Empress Garden,49.1492362,-123.1361026,Great for shopping,,FALSE,TRUE,FALSE,2
426,Tulsi Baug,21.13907265,79.11063485,Amazing variety of animals,,TRUE,FALSE,FALSE,2
427,Hong Kong Lane,53.4614615,-1.465858428,Beautiful garden with a serene atmosphere,,FALSE,TRUE,TRUE,3
428,Vishrambaug Wada,18.5138486,73.8534275,Rich historical significance,,TRUE,TRUE,TRUE,2
429,Shaniwar Wada,18.51938255,73.85535656,Rich historical significance,,TRUE,FALSE,FALSE,1
430,Baner Pashan Biodiversity Park,18.547779,73.783333,Family-friendly,,FALSE,FALSE,TRUE,1
431,Osho Ashram,18.5369163,73.88860148,Great for shopping,,TRUE,FALSE,FALSE,3
432,Hong Kong Lane,53.4614615,-1.465858428,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,5
433,Bund Garden,18.5405933,73.8834394,Rich historical significance,,TRUE,TRUE,TRUE,2
434,Rajiv Gandhi Zoological Park,18.452488,73.860802,Amazing variety of animals,,TRUE,TRUE,TRUE,2
435,Fashion Street,51.51843792,-0.072872663,Amazing variety of animals,,TRUE,TRUE,TRUE,2
436,Tathawade Park,18.49330855,73.82731827,Very spiritual and peaceful,,TRUE,FALSE,TRUE,4
437,Shinde Chhatri,18.491631,73.89727,Great for shopping,,FALSE,FALSE,TRUE,4
438,Saras Baug,19.0442668,72.91493416,Family-friendly,,FALSE,FALSE,TRUE,1
439,Tulsi Baug,21.13907265,79.11063485,Well-connected,,FALSE,TRUE,TRUE,2
440,Saras Baug,19.0442668,72.91493416,Amazing variety of animals,,FALSE,TRUE,FALSE,1
441,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Developing area,,FALSE,TRUE,FALSE,3
442,Parvati Hill Temple,18.497601,73.847099,Rich historical significance,,TRUE,TRUE,TRUE,4
443,Empress Garden,49.1492362,-123.1361026,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,3
444,Mulshi Lake and Dam,18.530325,73.51121,Busy and bustling,,FALSE,TRUE,FALSE,1
445,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Great for shopping,,TRUE,FALSE,FALSE,1
446,Hong Kong Lane,53.4614615,-1.465858428,Amazing variety of animals,,FALSE,FALSE,TRUE,5
447,Tathawade Park,18.49330855,73.82731827,Rich historical significance,,TRUE,TRUE,TRUE,2
448,Chaturshringi Temple,18.533342,73.829956,Well-connected,,FALSE,FALSE,FALSE,1
449,Tathawade Park,18.49330855,73.82731827,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,3
450,Kasba Ganpati Temple,18.5153055,73.8477706,Rich historical significance,,FALSE,FALSE,FALSE,2
451,Peshwa Udyan,18.503622,73.851932,Busy and bustling,,TRUE,FALSE,FALSE,2
452,Mulshi Lake and Dam,18.530325,73.51121,Well-connected,,TRUE,TRUE,TRUE,1
453,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Well-connected,,FALSE,FALSE,TRUE,5
454,Peshwe Udyan Zoo,18.503622,73.851932,Busy and bustling,,FALSE,FALSE,TRUE,4
455,Parvati Hill Temple,18.497601,73.847099,Amazing variety of animals,,FALSE,FALSE,TRUE,1
456,Shunyo Park,18.536615,73.890137,Well-connected,,FALSE,FALSE,FALSE,1
457,Lal Mahal,26.9925078,77.5890115,Developing area,,TRUE,FALSE,TRUE,3
458,Mahatma Phule Mandai,18.5129178,73.85629517,Family-friendly,,TRUE,TRUE,FALSE,1
459,Katraj Snake Park,18.4529964,73.86122764,Scenic and tranquil,,TRUE,FALSE,FALSE,5
460,Peshwa Udyan,18.503622,73.851932,Great for shopping,,FALSE,TRUE,TRUE,2
461,Aga Khan Palace,18.55232925,73.90147848,Amazing variety of animals,,TRUE,TRUE,TRUE,4
462,Tulsi Baug,21.13907265,79.11063485,Great for shopping,,FALSE,FALSE,TRUE,5
463,Pataleshwar Cave Temple,18.5269463,73.8498456,Great for shopping,,FALSE,FALSE,TRUE,2
464,Mulshi Lake and Dam,18.530325,73.51121,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,4
465,Sinhagad Fort,18.36472045,73.75751103,Amazing variety of animals,,FALSE,TRUE,FALSE,4
466,Baner Pashan Biodiversity Park,18.547779,73.783333,Family-friendly,,FALSE,TRUE,FALSE,2
467,Sinhagad Fort,18.36472045,73.75751103,Beautiful garden with a serene atmosphere,,TRUE,TRUE,TRUE,5
468,Tathawade Park,18.49330855,73.82731827,Great for shopping,,FALSE,FALSE,TRUE,5
469,Osho Ashram,18.5369163,73.88860148,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,5
470,Aga Khan Palace,18.55232925,73.90147848,Very spiritual and peaceful,,FALSE,FALSE,TRUE,4
471,Kamala Nehru Park,18.95502,72.80506346,Family-friendly,,FALSE,TRUE,TRUE,4
472,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Rich historical significance,,TRUE,TRUE,FALSE,5
473,Laxmi Road,18.51566982,73.86994118,Rich historical significance,,TRUE,FALSE,FALSE,5
474,Empress Garden,49.1492362,-123.1361026,Scenic and tranquil,,FALSE,FALSE,FALSE,4
475,Lal Mahal,26.9925078,77.5890115,Busy and bustling,,FALSE,TRUE,FALSE,4
476,Peshwe Udyan Zoo,18.503622,73.851932,Very spiritual and peaceful,,TRUE,FALSE,TRUE,4
477,Empress Garden,49.1492362,-123.1361026,Family-friendly,,FALSE,TRUE,TRUE,1
478,Pataleshwar Cave Temple,18.5269463,73.8498456,Great for shopping,,FALSE,TRUE,FALSE,4
479,Shunyo Park,18.536615,73.890137,Busy and bustling,,FALSE,TRUE,FALSE,5
480,Parvati Hill Temple,18.497601,73.847099,Family-friendly,,TRUE,FALSE,TRUE,2
481,Shinde Chhatri,18.491631,73.89727,Well-connected,,TRUE,TRUE,FALSE,4
482,Osho Ashram,18.5369163,73.88860148,Scenic and tranquil,,FALSE,FALSE,FALSE,5
483,Laxmi Road,18.51566982,73.86994118,Busy and bustling,,FALSE,FALSE,FALSE,2
484,Saras Baug,19.0442668,72.91493416,Very spiritual and peaceful,,TRUE,TRUE,TRUE,5
485,Rajiv Gandhi Zoological Park,18.452488,73.860802,Very spiritual and peaceful,,FALSE,FALSE,TRUE,3
486,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Family-friendly,,FALSE,TRUE,FALSE,1
487,Shinde Chhatri,18.491631,73.89727,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,1
488,Sinhagad Fort,18.36472045,73.75751103,Busy and bustling,,TRUE,TRUE,FALSE,5
489,Shaniwar Wada,18.51938255,73.85535656,Scenic and tranquil,,TRUE,FALSE,TRUE,1
490,Sambhaji Park,18.5206664,73.8472146,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,3
491,Vishrambaug Wada,18.5138486,73.8534275,Developing area,,TRUE,FALSE,FALSE,4
492,Mahatma Phule Mandai,18.5129178,73.85629517,Developing area,,TRUE,TRUE,TRUE,5
493,Mulshi Lake and Dam,18.530325,73.51121,Great for shopping,,FALSE,TRUE,FALSE,2
494,Lal Mahal,26.9925078,77.5890115,Great for shopping,,FALSE,FALSE,TRUE,5
495,Baner Pashan Biodiversity Park,18.547779,73.783333,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,1
496,Shunyo Park,18.536615,73.890137,Very spiritual and peaceful,,TRUE,TRUE,FALSE,1
497,Tathawade Park,18.49330855,73.82731827,Beautiful garden with a serene atmosphere,,FALSE,FALSE,TRUE,3
498,Shinde Chhatri,18.491631,73.89727,Well-connected,,TRUE,TRUE,FALSE,4
499,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Well-connected,,FALSE,TRUE,FALSE,4
500,Kamala Nehru Park,18.95502,72.80506346,Amazing variety of animals,,TRUE,FALSE,FALSE,2
501,Hong Kong Lane,53.4614615,-1.465858428,Great for shopping,,TRUE,TRUE,FALSE,1
502,Peshwe Udyan Zoo,18.503622,73.851932,Amazing variety of animals,,FALSE,TRUE,FALSE,3
503,Empress Garden,49.1492362,-123.1361026,Family-friendly,,TRUE,FALSE,FALSE,4
504,Parvati Hill Temple,18.497601,73.847099,Very spiritual and peaceful,,FALSE,TRUE,FALSE,4
505,Tulsi Baug,21.13907265,79.11063485,Developing area,,TRUE,TRUE,FALSE,5
506,Chaturshringi Temple,18.533342,73.829956,Very spiritual and peaceful,,TRUE,FALSE,FALSE,1
507,Shaniwar Wada,18.51938255,73.85535656,Amazing variety of animals,,FALSE,FALSE,TRUE,4
508,Tathawade Park,18.49330855,73.82731827,Developing area,,TRUE,TRUE,FALSE,4
509,Tulsi Baug,21.13907265,79.11063485,Scenic and tranquil,,FALSE,TRUE,TRUE,4
510,Aga Khan Palace,18.55232925,73.90147848,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,1
511,Laxmi Road,18.51566982,73.86994118,Family-friendly,,TRUE,FALSE,FALSE,1
512,Pataleshwar Cave Temple,18.5269463,73.8498456,Well-connected,,FALSE,TRUE,TRUE,2
513,Peshwe Udyan Zoo,18.503622,73.851932,Rich historical significance,,FALSE,FALSE,FALSE,1
514,Mahatma Phule Mandai,18.5129178,73.85629517,Amazing variety of animals,,FALSE,FALSE,TRUE,5
515,Kasba Ganpati Temple,18.5153055,73.8477706,Busy and bustling,,TRUE,TRUE,TRUE,2
516,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Very spiritual and peaceful,,TRUE,TRUE,FALSE,2
517,Vishrambaug Wada,18.5138486,73.8534275,Busy and bustling,,TRUE,TRUE,FALSE,5
518,Vishrambaug Wada,18.5138486,73.8534275,Scenic and tranquil,,TRUE,TRUE,TRUE,5
519,Kamala Nehru Park,18.95502,72.80506346,Busy and bustling,,TRUE,FALSE,FALSE,1
520,Tathawade Park,18.49330855,73.82731827,Developing area,,FALSE,FALSE,FALSE,5
521,Chaturshringi Temple,18.533342,73.829956,Developing area,,TRUE,TRUE,TRUE,1
522,Vishrambaug Wada,18.5138486,73.8534275,Rich historical significance,,FALSE,TRUE,FALSE,5
523,Peshwe Udyan Zoo,18.503622,73.851932,Great for shopping,,FALSE,FALSE,FALSE,5
524,Rajiv Gandhi Zoological Park,18.452488,73.860802,Family-friendly,,TRUE,TRUE,TRUE,1
525,Kasba Ganpati Temple,18.5153055,73.8477706,Well-connected,,TRUE,TRUE,FALSE,1
526,Sinhagad Fort,18.36472045,73.75751103,Very spiritual and peaceful,,FALSE,TRUE,TRUE,5
527,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Busy and bustling,,TRUE,FALSE,TRUE,4
528,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Great for shopping,,FALSE,FALSE,FALSE,5
529,Aga Khan Palace,18.55232925,73.90147848,Scenic and tranquil,,FALSE,TRUE,FALSE,5
530,Rajiv Gandhi Zoological Park,18.452488,73.860802,Busy and bustling,,FALSE,FALSE,FALSE,1
531,Vishrambaug Wada,18.5138486,73.8534275,Family-friendly,,TRUE,TRUE,TRUE,5
532,Baner Pashan Biodiversity Park,18.547779,73.783333,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,4
533,Hong Kong Lane,53.4614615,-1.465858428,Well-connected,,FALSE,TRUE,FALSE,5
534,Osho Ashram,18.5369163,73.88860148,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,3
535,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Well-connected,,TRUE,FALSE,FALSE,5
536,Hong Kong Lane,53.4614615,-1.465858428,Family-friendly,,TRUE,FALSE,FALSE,3
537,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Developing area,,FALSE,FALSE,FALSE,4
538,Hong Kong Lane,53.4614615,-1.465858428,Family-friendly,,FALSE,FALSE,TRUE,4
